region,food_item_name,food_item_code,unit_code,unit_name,measure_id,factor
2,Fresh milk,701,25,TINA,2-25-701,0.27
3,Fresh milk,701,25,TINA,3-25-701,0.27
1,Fresh milk,701,42,50 GRAM,1-42-701,0.05
2,Fresh milk,701,42,50 GRAM,2-42-701,0.05
3,Fresh milk,701,42,50 GRAM,3-42-701,0.05
1,Fresh milk,701,55,PACKET LARGE,1-55-701,0.5
2,Fresh milk,701,55,PACKET LARGE,2-55-701,0.5
3,Fresh milk,701,55,PACKET LARGE,3-55-701,0.5
1,POWDERED MILK,702,42,50 GRAM,1-42-702,0.05
2,POWDERED MILK,702,42,50 GRAM,2-42-702,0.05
3,POWDERED MILK,702,42,50 GRAM,3-42-702,0.05
1,POWDERED MILK,702,54,PACKET SMALL,1-54-702,0.025
2,POWDERED MILK,702,54,PACKET SMALL,2-54-702,0.025
3,POWDERED MILK,702,54,PACKET SMALL,3-54-702,0.025
1,BUTTER,704,84,CUP,1-84-704,0.49
2,BUTTER,704,84,CUP,2-84-704,0.49
3,BUTTER,704,84,CUP,3-84-704,0.49
1,CHAMBIKO  SOURED MILK,705,4A,PAIL SMALL,1-4A-705,5.3
2,CHAMBIKO  SOURED MILK,705,4A,PAIL SMALL,2-4A-705,5.3
3,CHAMBIKO  SOURED MILK,705,4A,PAIL SMALL,3-4A-705,5.3
1,CHAMBIKO  SOURED MILK,705,4D,PAIL UNSPECIFIED,1-4D-705,4.9
2,CHAMBIKO  SOURED MILK,705,4D,PAIL UNSPECIFIED,2-4D-705,4.9
3,CHAMBIKO  SOURED MILK,705,4D,PAIL UNSPECIFIED,3-4D-705,4.9
1,YOGHURT,706,84,CUP,1-84-706,0.49
2,YOGHURT,706,84,CUP,2-84-706,0.49
3,YOGHURT,706,84,CUP,3-84-706,0.49
1,INFANT FEEDING FORMULA (BOTTLE),708,25,TINA,1-25-708,0.27
2,INFANT FEEDING FORMULA (BOTTLE),708,25,TINA,2-25-708,0.27
3,INFANT FEEDING FORMULA (BOTTLE),708,25,TINA,3-25-708,0.27
1,TOMATO SAUCE (BOTTLE),813,42,50 GRAM,1-42-813,0.05
2,TOMATO SAUCE (BOTTLE),813,42,50 GRAM,2-42-813,0.05
3,TOMATO SAUCE (BOTTLE),813,42,50 GRAM,3-42-813,0.05
1,"YEAST, BAKING POWDER, BICARBONATE OF SODA",812,42,50 GRAM,1-42-812,0.05
2,"YEAST, BAKING POWDER, BICARBONATE OF SODA",812,42,50 GRAM,2-42-812,0.05
3,"YEAST, BAKING POWDER, BICARBONATE OF SODA",812,42,50 GRAM,3-42-812,0.05
1,"JAM, JELLY",815,25,TINA,1-25-815,0.27
2,"JAM, JELLY",815,25,TINA,2-25-815,0.27
3,"JAM, JELLY",815,25,TINA,3-25-815,0.27
1,"SWEETS, CANDY, CHOCOLATE",816,42,50 GRAM,1-42-816,0.05
2,"SWEETS, CANDY, CHOCOLATE",816,42,50 GRAM,2-42-816,0.05
3,"SWEETS, CANDY, CHOCOLATE",816,42,50 GRAM,3-42-816,0.05
1,HONEY,817,42,50 GRAM,1-42-817,0.05
2,HONEY,817,42,50 GRAM,2-42-817,0.05
3,HONEY,817,42,50 GRAM,3-42-817,0.05
1,CHIPS VENDOR,821,25B,TINA HEAPED,1-25B-821,0.27
2,CHIPS VENDOR,821,25B,TINA HEAPED,2-25B-821,0.27
3,CHIPS VENDOR,821,25B,TINA HEAPED,3-25B-821,0.27
1,CHIPS VENDOR,821,84,CUP,1-84-821,0.49
2,CHIPS VENDOR,821,84,CUP,2-84-821,0.49
3,CHIPS VENDOR,821,84,CUP,3-84-821,0.49
1,CASSAVA BOILED VENDOR,822,25,TINA,1-25-822,0.27
2,CASSAVA BOILED VENDOR,822,25,TINA,2-25-822,0.27
3,CASSAVA BOILED VENDOR,822,25,TINA,3-25-822,0.27
1,BOILED GROUNDNUTS,833,1,KILOGRAM,1-1-833,1
2,BOILED GROUNDNUTS,833,1,KILOGRAM,2-1-833,1
3,BOILED GROUNDNUTS,833,1,KILOGRAM,3-1-833,1
1,BOILED GROUNDNUTS,833,19,MILLILITRE,1-19-833,0.001
2,BOILED GROUNDNUTS,833,19,MILLILITRE,2-19-833,0.001
3,BOILED GROUNDNUTS,833,19,MILLILITRE,3-19-833,0.001
1,BOILED GROUNDNUTS,833,97,BASIN,1-97-833,3.4
2,BOILED GROUNDNUTS,833,97,BASIN,2-97-833,3.4
3,BOILED GROUNDNUTS,833,97,BASIN,3-97-833,3.4
1,ROASTED GROUNDNUTS,834,1,KILOGRAM,1-1-834,1
2,ROASTED GROUNDNUTS,834,1,KILOGRAM,2-1-834,1
3,ROASTED GROUNDNUTS,834,1,KILOGRAM,3-1-834,1
1,POPCORN,835,25A,TINA FLAT,1-25A-835,0.19
2,POPCORN,835,25A,TINA FLAT,2-25A-835,0.19
3,POPCORN,835,25A,TINA FLAT,3-25A-835,0.19
1,POPCORN,835,84,CUP,1-84-835,0.49
2,POPCORN,835,84,CUP,2-84-835,0.49
3,POPCORN,835,84,CUP,3-84-835,0.49
1,KALONGONDA (MUCUNA),837,19,MILLILITRE,1-19-837,0.001
2,KALONGONDA (MUCUNA),837,19,MILLILITRE,2-19-837,0.001
3,KALONGONDA (MUCUNA),837,19,MILLILITRE,3-19-837,0.001
1,KALONGONDA (MUCUNA),837,25A,TINA FLAT,1-25A-837,0.19
2,KALONGONDA (MUCUNA),837,25A,TINA FLAT,2-25A-837,0.19
3,KALONGONDA (MUCUNA),837,25A,TINA FLAT,3-25A-837,0.19
1,KALONGONDA (MUCUNA),837,4A,PAIL SMALL,1-4A-837,5.3
2,KALONGONDA (MUCUNA),837,4A,PAIL SMALL,2-4A-837,5.3
3,KALONGONDA (MUCUNA),837,4A,PAIL SMALL,3-4A-837,5.3
1,KALONGONDA (MUCUNA),837,97,BASIN,1-97-837,3.4
2,KALONGONDA (MUCUNA),837,97,BASIN,2-97-837,3.4
3,KALONGONDA (MUCUNA),837,97,BASIN,3-97-837,3.4
1,COFFEE,902,15,LITRE,1-15-902,1
2,COFFEE,902,15,LITRE,2-15-902,1
3,COFFEE,902,15,LITRE,3-15-902,1
1,COFFEE,902,42,50 GRAM,1-42-902,0.05
2,COFFEE,902,42,50 GRAM,2-42-902,0.05
3,COFFEE,902,42,50 GRAM,3-42-902,0.05
